Curso,Componente curricular,Código,Tipo,Núcleo,Número de docentes,Número de aulas semanais,Total de aulas,Abordagem Metodológica,Lab,Grupos de Conhecimentos Essenciais,Ementa,Objetivos,Conteúdo Programático,original_source_pdf,Período Educacional,Carga Horária Total
Licenciatura Em Matemática,Educação Especial e Práticas Educacionais na Perspectiva Inclusiva,CBTEESP,Obrigatório,Não informado,1,2,38,Teórica,Não,"Conhecimentos Pedagógicos / 1. Fundamentos da Educação / 1.2 Sociologia da Educação;  Conhecimentos Pedagógicos / 2. Didática / 2.3 Métodos e técnicas de ensino;  Conhecimentos Pedagógicos / 3. Currículo;  Conhecimentos Pedagógicos / 5. Diversidade, direitos humanos e inclusão / 5.1 Educação especial;  Conhecimentos Pedagógicos / 5. Diversidade, direitos humanos e inclusão / 5.3 Educação em  Direitos Humanos.","O componente curricular aborda a Educação Especial na Perspectiva Inclusiva. Contextualiza o  assunto, partindo dos pressupostos filosóficos, sociais, educacionais, políticos e de Direitos  Humanos. Explora os aspectos históricos, conceituais e legais da Educação Especial. Destacando  o Atendimento Educacional Especializado e práticas pedagógicas inclusivas nos diversos níveis e  modalidades de ensino, trabalhando o tema inclusão social e acessibilidade, considerando a  integração sociedade/família/escola.  LICENCIATURA EM MATEMÁTICA","1. Analisar as relações de poder na escola, e a escola como espaço e convívio da diversidade;  2. Conhecer as políticas educacionais de Educação Especial no contexto internacional e  nacional na perspectiva da inclusão;  3. Analisar as implicações do processo de inclusão dos estudantes público-alvo da Educação  Especial na escola regular em todos os níveis e modalidades;  4. Compreender o Atendimento Educacional Especializado e as práticas pedagógicas  inclusivas;  5. Compreender o currículo, acessibilidade e aprendizagem no contexto da Educação  Especial;  6. Analisar as implicações do processo de inclusão dos estudantes público-alvo da Educação  Especial na escola regular em todos os níveis e modalidades;  7. Estudar, analisar e propor utilização de tecnologia assistiva.","1. Análise das relações de poder na escola com vistas à democracia e à inclusão social,  considerando-se o multiculturalismo, a diversidade/diferenças, os direitos humanos;  2. Análise da educação como direito e seus desdobramentos no que se refere à inclusão, à  diversidade e à democracia;  3. Práticas pedagógicas inclusivas;  4. Currículo no contexto da Educação Especial e Educação de Jovens e Adultos;  5. Aspectos históricos e conceituais da Educação Especial numa perspectiva inclusiva;  6. Princípios e Políticas da Educação Inclusiva no contexto educacional e nacional;  7. Acessibilidade e aprendizagem escolar;  8. Práticas pedagógicas inclusivas, nos diversos níveis e modalidades de ensino;  9. A escola como espaço de convívio das diferenças como diversidade e de produção de uma  cultura de Direitos Humanos.  LICENCIATURA EM MATEMÁTICA",PPC_Matematica.pdf,2º Semestre,28
Licenciatura Em Matemática,Ensino e Aprendizagem de Números,CBTEANU,Obrigatório,Não informado,1,4,76,Teórica e Prática,Não,Conhecimentos específicos / Metodologias de ensino;  Conhecimentos específicos / Tendências em Educação Matemática;  Conhecimentos pedagógicos / Didática / 2.1.Ensino e aprendizagem;  Conhecimentos pedagógicos / Didática / 2.3.Métodos e técnicas de ensino.,"O componente curricular trata dos temas do eixo temático Números da Educação Básica por meio  do estudo e da reflexão sobre ações didáticas para o ensino e a aprendizagem dos conceitos dos  números reais e suas operações. Este componente curricular apresenta abordagens para a  construção do conceito de número e do Sistema de Numeração Decimal, bem como aborda  estratégias para o ensino das características e operações de números reais e seus subconjuntos  numéricos, quais sejam: números naturais, números inteiros, números racionais escritos na forma  fracionária e decimal, números irracionais. O componente estuda diferentes modalidades de  cálculo como cálculo mental, estimativa e arredondamento. O componente curricular desenvolve  temas como letramento matemático, sentido numérico e mentalidades matemáticas por meio de  trabalhos de pesquisa envolvendo embasamento teórico e estratégias de ensino a fim de propiciar  estudo e prática reflexivos das aulas de matemática. Materiais estruturados e não estruturados  LICENCIATURA EM MATEMÁTICA  para o ensino de números e operações são objetos de estudo, assim como o uso de portadores  numéricos, jogos, brincadeiras, calculadoras e a proposição de sequências didáticas, projetos  investigativos e outros pertinentes à educação básica. A Prática como Componente Curricular  (PCC) se dará pela análise, reflexão e proposição de ações didáticas vivenciadas no decorrer do  componente curricular.","1. Compreender e experimentar diferentes metodologias de ensino de números;  2. Conhecer as tendências em educação matemática destacando aspectos pedagógicos que  envolvem o ensino de números e operações;  3. Compreender como se dá a construção do conceito de números e do Sistema de  Numeração Decimal e investigar possíveis intervenções para o aluno avançar na sua  compreensão;  4. Discutir o significado das operações, assim como diferentes estratégias e modalidades de  cálculo, incluindo procedimentos pessoais de cálculo e a algoritmos convencionais;  5. Refletir sobre o ensino de números racionais e as dificuldades que os estudantes da  Educação Básica costumam apresentar evidenciando a relação entre as ações didáticas e a  aprendizagem dos conceitos e significados desse campo numérico, bem como ao sentido  e compreensão das operações para além dos algoritmos convencionais;  6. Conhecer, explorar e investigar o uso de materiais estruturados e não estruturados que  possam auxiliar o ensino de números reais e operações;  7. Conhecer e refletir a respeito das diversas metodologias de ensino de números e  operações.",1. A construção do conceito de número: contagem e os diversos sistemas de registro da  contagem;  2. A compreensão do Sistema de Numeração Decimal;  3. Significados das operações e suas propriedades;  4. Procedimentos pessoais e algoritmos convencionais de cálculo;  5. Cálculo mental;  6. Materiais estruturados e não estruturados para o ensino do Sistema de Numeração decimal  e das operações;  7. Recursos didáticos para o ensino de números e operações;  8. O conceito de fração: parte/todo; medida; decimal; porcentagem; razão e operador  LICENCIATURA EM MATEMÁTICA  numérico;  9. A relação entre diferentes representações de fração;  10. Recursos didáticos para o ensino de frações;  11. Conceito e operações com números irracionais;  12. Relação entre os subconjuntos dos números reais;,PPC_Matematica.pdf,2º Semestre,57
Licenciatura Em Matemática,Fundamentos de Matemática 2,CBTFMA2,Obrigatório,Não informado,1,2,38,Teórica,Não,Conhecimentos específicos / Funções e Cálculo Diferencial e Integral.,"O componente curricular desenvolve o estudo da função exponencial e passa para a função  logarítmica resgatando também o conceito de função inversa. Aborda as construções gráficas,  interpretações e aplicações dessas funções. Sequências e progressões aritméticas e geométricas  serão abordadas e relacionadas às funções afim, exponenciais e logarítmicas.  LICENCIATURA EM MATEMÁTICA","1. Compreender o conceito de função como um caso particular de relação, e ampliar o estudo  de seu comportamento por meio de conceitos do Cálculo Diferencial e Integral, articulados  com outras áreas do conhecimento e com a Educação Básica;  2. Ler e interpretar diferentes linguagens e representações envolvendo variações de  grandezas;  3. Reconhecer e utilizar a linguagem algébrica nas ciências, expressar a relação entre  grandezas e modelar situações-problema, construir modelos descritivos de fenômenos,  fazendo conexões dentro e fora da Matemática;  4. Relacionar os conceitos de funções estudados no Ensino Médio entre si de modo a  aprofundar o estudo de diferentes tipos de dependência entre variáveis nas funções  exponencial e logarítmica;  5. Identificar regularidades em sequências e expressá-las por meio de linguagem algébrica;  determinar a razão, o termo geral, o limite e a soma de n termos consecutivos de uma  progressão; resolver problemas envolvendo progressões aritméticas e geométricas.",1. Potenciação e radiciação;  2. Função exponencial;  3. Logaritmo e função logarítmica;  4. Sequências e progressões: Progressão aritmética e Progressão geométrica.,PPC_Matematica.pdf,2º Semestre,28
Licenciatura Em Matemática,Geometria Analítica,CBTGEAN,Obrigatório,Não informado,1,4,76,Teórica,Não,Conhecimentos específicos / Fundamentos de Geometria e Geometria Analítica;  Conhecimentos específicos / Fundamentos de Álgebra Linear.,Este Componente curricular desenvolverá as competências e habilidades relativas ao estudo da  Geometria Analítica por meio da abordagem dos conceitos de coordenadas cartesianas; equação  da reta; teorema angular; distância de um ponto a uma reta e cônicas.,"1. Estudar elementos da geometria plana e espacial analítica, relacionando aspectos  algébricos e geométricos, bem como suas construções, transformações e relações com os  conceitos de grandeza e medida, presentes no currículo da Educação Básica, possibilitando  o estudo das diferentes geometrias;  2. Permitir a interpretação dos sistemas lineares do ponto de vista geométrico, utilizando  matrizes e determinantes nos processos de resolução, destacando a reflexão sobre seu  ensino na Educação Básica, bem como um embasamento para a compreensão dos  conceitos de Espaços Vetoriais e Transformações Lineares, conceitos estudados em  semestres seguintes no curso;  LICENCIATURA EM MATEMÁTICA  3. Compreender o conceito de elipse e hipérbole e ampliar a compreensão sobre parábolas.","1. Estudo analítico do ponto: coordenadas cartesianas no plano; distância entre dois pontos;  pontos colineares;  2. Estudo analítico da reta: equações, posições relativas, distância de ponto a reta, ângulo  entre duas retas;  3. Estudo analítico da circunferência: equações, posições relativas entre pontos e  circunferência, entre retas e circunferência e entre circunferências;  4. Estudo analítico das cônicas: definição, elipse, hipérbole e parábola.",PPC_Matematica.pdf,2º Semestre,57
Licenciatura Em Matemática,Geometria Euclidiana Plana,CBTGEPL,Obrigatório,Não informado,1,4,76,Teórica,Não,Conhecimentos específicos / Fundamentos de Geometria e Geometria Analítica.,"O componente curricular propõe uma retomada das noções e proposições primitivas da  Geometria a fim de definir com rigor: segmento de reta, ângulos, paralelismo, perpendicularidade,  polígonos, circunferências e círculos. A Geometria métrica será outro foco do componente  curricular por meio de um estudo maior sobre triângulos envolvendo a noção de semelhança e  resoluções acerca de triângulos retângulos e triângulos quaisquer utilizando teoremas. Os  conceitos de Perímetro e área de figuras planas serão revisitados para além das aplicações de  fórmulas, englobando as situações problemas relacionadas com as questões socioambientais e  com outras ciências, tais como a física, química e engenharia.  LICENCIATURA EM MATEMÁTICA","1. Estudar elementos da geometria plana, destacando aspectos empíricos, algébricos,  topológicos, axiomáticos, bem como suas construções, transformações e relações com os  conceitos de grandeza e medida, presentes no currículo da Educação Básica;  2. Relacionar as proposições primitivas da Geometria às definições comumente estudadas;  3. Identificar e definir polígonos a partir das suas propriedades;  4. Estabelecer relações entre propriedades relativas a uma figura ou entre figuras. As  definições e a inclusão de classes passam a ter significado;  5. Compreender a função dos axiomas, dos postulados, das definições, dos Teoremas e das  demonstrações geométricas;  6. Desenvolver o pensamento geométrico e a percepção espacial;  7. Aplicar os conceitos de Geometria plana na resolução de situações problema envolvendo  cálculo de medidas de comprimento e ângulo;  8. Compreender o processo de ensino e aprendizagem de geometria plana na educação  básica.","1. Noções e proposições primitivas, segmentos de reta;  2. Polígonos e circunferências: propriedades e inclusão hierárquica de classes;  3. Ângulos: Ângulos opostos pelo vértice; ângulos formados por retas paralelas cortadas por  uma transversal; soma dos ângulos internos de polígonos convexos; ângulos internos em  polígonos regulares;  4. Semelhança e congruência de triângulos: Casos de congruência e semelhança de  triângulos;  5. Relações métricas no triângulo retângulo: Elementos; relações métricas;  6. Polígonos regulares inscritos em circunferências e comprimento de circunferência: Cálculo  da medida de lado e de apótema de um polígono regular;  7. Potência de um ponto em relação a uma circunferência;  8. Áreas e medidas de superfícies: Triângulos; quadriláteros e polígonos regulares; círculo e  setor circular; cálculo aproximado de áreas; razão e semelhança de áreas;  9. Geometria métrica.",PPC_Matematica.pdf,2º Semestre,57
Licenciatura Em Matemática,História da Educação e da Educação Matemática,CBTHEDM,Obrigatório,Não informado,1,2,38,Teórica,Não,Conhecimentos Específicos / Educação das relações étnico- raciais e ensino de matemática na  Educação Básica;  Conhecimentos Pedagógicos / 1. Fundamentos da Educação / 1.1 Filosofia da Educação;  Conhecimentos Pedagógicos / 1. Fundamentos da Educação / 1.3 História da Educação;  Conhecimentos Pedagógicos / 3. Currículo.,"Este componente curricular apresenta e discute os momentos mais relevantes da História da  Educação, destacando seu contexto histórico e principais pensadores. Visa promover a  compreensão da educação contextualizada dentro do processo histórico. Destaca os principais  momentos da História da Educação Matemática e suas relações com a própria História da  Educação. Destaca também a relação entre as principais mudanças políticas, sociais e ideológicas  brasileiras e suas principais influências na evolução da História da Educação e da Educação  Matemática. Nesse contexto, analisa as relações de poder e suas tensões no campo curricular  mundial como uma das cruciais influências na construção do lugar ocupado pela matemática no  universo escolar brasileiro. Discute a maneira pela qual a Matemática pode contribuir  positivamente para a superação de questões socioambientais, de justiça social e de relações  LICENCIATURA EM MATEMÁTICA  étnico-raciais juntamente às contribuições para o desenvolvimento científico e tecnológico.","1. Possibilitar que o estudante conheça as questões gerais que são objetos de discussões e  pesquisas na Educação e na Educação Matemática, estreitando laços entre a sala de aula,  o desenvolvimento educacional, a pesquisa e a análise crítica e do papel da Educação  Matemática em nossa sociedade;  2. Conhecer sobre história e cultura africana e indígena, sua presença na formação do povo  brasileiro e suas implicações para a educação das relações étnico-raciais e para o ensino  de matemática na Educação Básica.","1. História da Educação: conceito, caracterização, importância, contribuições e fatores  relevantes;  2. Fases da História da Educação;  3. Educação Primitiva, Educação Oriental, Educação Clássica, Educação Medieval Humanística,  Educação Nacional, Educação Democrática;  4. A Educação Religiosa Reformada (católica), Educação dos Jesuítas, Educação de outras  ordens religiosas, Pedagogistas e educadores da educação católica;  5. A Educação nas Constituições brasileiras;  6. A Educação Matemática: contexto histórico e sua importância;  7. Relações entre a História da Educação e da Educação Matemática;  8. Contribuições dos povos europeus, africanos e indígenas para a Educação Brasileira.",PPC_Matematica.pdf,2º Semestre,28
Licenciatura Em Matemática,Libras,CBTLIBS,Obrigatório,Não informado,1,2,38,Teórica,Não,"Conhecimentos Específicos / LIBRAS no ensino de matemática;  Conhecimentos Pedagógicos / 5. Diversidade, direitos humanos e inclusão / 5.1 Educação especial.","A disciplina visa ao estudo das diferentes línguas de sinais, enfatizando a organização linguística  da Libras para usos informais e cotidianos, abrangendo o vocabulário, morfologia, sintaxe e  semântica. Nesse contexto, a expressão corporal será abordada como elemento linguístico. A  disciplina prevê uma discussão aprofundada sobre as relações entre línguas de sinais e as minorias  linguísticas no uso das terminologias matemáticas. Estudo da Legislação vigente quanto a  Acessibilidade, Políticas Educacionais e Políticas Linguísticas.","1. Conhecer as concepções sobre surdez;  2. Compreender a constituição do sujeito surdo;  3. Difundir a Língua Brasileira de Sinais quanto à Linguística: Fonética, Fonologia, Morfologia,  Sintaxe, Semântica e Pragmática;  4. Identificar os parâmetros e conceitos relacionados à Libras;  5. Permear a história da Língua Brasileira de Sinais enquanto elemento constituidor do sujeito  LICENCIATURA EM MATEMÁTICA  surdo, especificando sua cultura e identidade surda;  6. Estudar novos sinais da matemática em Libras no contexto educacional.","1. Introdução aos conceitos básicos: Surdez;  2. Deficiência auditiva;  3. Sujeito surdo;  4. Cultura, comunidade, identidade surda e legalização comunicativa;  5. Língua Brasileira de Sinais – Libras;  6. Conceitos;  7. História da língua de sinais;  8. Língua/linguagem;  9. Mitos;  10. Introdução à Libras – aspectos linguísticos;  11. Características da língua, seu uso, variações regionais, sociais e históricas;  12. Noções básicas da Libras/Parâmetros: configurações de mão, movimento, locação,  orientação da mão, direção, expressões faciais e corporais;  13. Vocabulários/Glossário Prático em construção;  14. Morfologia, sintaxe, números; expressões socioculturais positivas: cumprimento,  agradecimento;  15. Desculpas, expressões socioculturais negativas: desagrado, verbos e pronomes, noções de  tempo, de horas, datilologia, classificadores;  16. Numerais cardinais e numerais para quantidades;  17. Legislação específica: Lei N.º 10.436, de 24/04/2002, e Decreto N.º 5.626, de 22/12/2005;  18. Lei Brasileira da Inclusão N.º 13.146/2015 (Estatuto das pessoas com deficiências);  19. Decreto Nº 6.949/2009.",PPC_Matematica.pdf,2º Semestre,28
Licenciatura Em Matemática,"Trigonometria, Números Complexos e Polinômios",CBTTNCP,Obrigatório,Não informado,1,4,76,Teórica,Não,Conhecimentos específicos / Trigonometria.,"Este componente curricular retoma o estudo dos conteúdos da Educação básica sobre três tópicos  importantes: trigonometria, números complexos e polinômios, levando o aluno a entender seus  conceitos e compreender sobre a maneira pela qual eles podem contribuir para o  desenvolvimento científico e tecnológico.","1. Compreender os conceitos trigonométricos, abordando suas diversas aplicações na  matemática e em outras áreas do conhecimento, bem como as questões referentes ao seu  ensino;  2. Expressar a medida de um ângulo em graus e em radianos;  3. Compreender o conceito de razões trigonométricas no triângulo retângulo e calcular  distâncias inacessíveis usando essas relações;  4. Compreender que as razões trigonométricas podem ser entendidas como funções a partir  do círculo trigonométrico; identificar sinal, periodicidade e raízes na representação das  funções seno, cosseno e tangente;  LICENCIATURA EM MATEMÁTICA  5. Resolver equações e inequações trigonométricas;  6. Identificar um número complexo por sua forma algébrica, gráfica e trigonométrica;  7. Resolver equações cujas raízes não são reais;  8. Compreender polinômios e utilizar os conceitos relacionados no estudo de funções e na  resolução de problemas algébricos;  9. Determinar as raízes de equações polinomiais e estabelecer relações entre coeficientes e  raízes;  10. Refletir sobre o desenvolvimento histórico e epistemológico dos conceitos estudados;  reconhecer e discutir possíveis aplicações;  11. Compreender o processo de ensino e aprendizagem de trigonometria, números complexos  e polinômios na educação básica.","1. Trigonometria no triângulo retângulo;  2. Trigonometria em triângulos quaisquer;  3. Trigonometria na circunferência de raio unitário;  4. Funções trigonométricas: funções circulares; transformações trigonométricas; funções  circulares inversas;  5. Equações e inequações trigonométricas;  6. Números complexos: definição, propriedades, forma trigonométrica;  7. Polinômios: função polinomial e operações;  8. Equações polinomiais: definição; resolução; teorema fundamental da álgebra e teorema da  decomposição; multiplicidade de uma raiz; relação de Girard; raízes imaginárias e pesquisa  de raízes racionais.",PPC_Matematica.pdf,2º Semestre,57
Licenciatura Em Matemática,Cálculo Diferencial e Integral 1,CBTCDF1,Obrigatório,Não informado,1,4,76,Teórica,Não,Conhecimentos Específicos / Função e Cálculo Diferencial e Integral;  Conhecimentos Específicos / Fundamentos de Análise.,"Este componente curricular prevê a retomada das discussões a respeito do conceito de função de  uma variável, suas representações, diversidade de casos e aplicações. Estende-se o estudo das  funções introduzindo o conceito de limite, de continuidade, a definição de derivada pautada na  ideia de limite, a ideia de taxa de variação, as regras de derivação de funções e aplicações das  derivadas.  LICENCIATURA EM MATEMÁTICA","1. Proporcionar ao estudante a revisão e ampliação do estudo das funções de uma variável;  2. Construir e aplicar as noções de limite e continuidade;  3. Introduzir o conceito de derivada pautado na ideia de limite, o conceito de taxa de variação  e regras de derivação de funções explícitas e implícitas;  4. Estudar e propor aplicações das derivadas;  5. Compreender o conceito de função como um caso particular de relação, e ampliar o estudo  de seu comportamento por meio de conceitos do Cálculo Diferencial e Integral, articulados  com outras áreas do conhecimento e com a Educação Básica;  6. Conceder conceitos que estruturam o Cálculo Diferencial e Integral, assim como as outras  áreas da matemática, trazendo discussões que abordam questões reflexivas sobre como a  simbologia e a linguagem matemática, as formas de demonstração e o deslocamento do  saber científico influenciam no processo de ensino e aprendizagem da matemática.","1. Funções: Definição; Formas de representação; Domínio e imagem; Estudo do sinal de  funções; Funções polinomial, exponencial, logarítmica, trigonométricas e envolvendo  módulo;  2. Limites: Definição; Propriedades operatórias; Limites laterais, Limites Infinitos, Limites no  Infinito, Assíntotas horizontais e Verticais; Limites fundamentais Trigonométrico e  Exponencial; Continuidade; Aplicações de Limites;  3. Derivadas: Definição; Equação da reta tangente; Regras de derivação: derivada da função  constante, da função polinomial, exponencial, logarítmica e trigonométrica, regra do  produto, regra do quociente, regra da cadeia, regra de L’Hospital; Teorema do Valor Médio;  Derivadas de funções implícitas, Derivadas superiores; Aplicações das derivadas ao estudo  de gráficos e outros problemas.",PPC_Matematica.pdf,3º Semestre,57
Licenciatura Em Matemática,Extensão 1,CBTEXS1,Obrigatório,Não informado,1,6,114,Prática,Sim,"Conhecimentos específicos / Metodologias de ensino;  Conhecimentos específicos / Língua Portuguesa na prática docente;  Conhecimentos pedagógicos / 2. Didática;  Conhecimentos pedagógicos / 5. Diversidade, direitos humanos e inclusão.","Este componente busca articular o conhecimento científico com as necessidades da comunidade  de modo a transformar a realidade social, abordando princípios da cultura extensionista, sua  evolução histórica no Brasil, aspectos legais, documentação institucional no IFSP, metodologias e  técnicas de pesquisa e demais elementos necessários para o desenvolvimento e execução de  projeto de extensão cujas ações prevejam a realização protagonizada pelos estudantes de  prestação de serviço educacional para a comunidade ou preparação e oferecimento de curso(s)  de interesse social, de modo que tais atividades estejam vinculadas à formação do aluno para a  LICENCIATURA EM MATEMÁTICA  prática docente, consistindo integralmente também em prática como componente curricular  (PCC).","1. Propiciar ao licenciando a oportunidade de experimentar a realização de ações  extensionistas de modo vinculado à sua formação docente;  2. Desenvolver o protagonismo estudantil, contribuindo para a sua formação integral;  3. Realizar a interação dialógica com a comunidade e os arranjos produtivos, culturais,  artísticos e sociais locais e regionais;  4. Promover os impactos social e acadêmico dos cursos, de discentes e servidores do IFSP;  5. Desenvolver atividades práticas relacionadas à extensão;  6. Possibilitar que os alunos utilizem e divulguem os conhecimentos científicos adquiridos  ao longo do seu curso, em particular os conhecimentos matemáticos, na contribuição do  desenvolvimento social externo ao seu ambiente acadêmico;  7. Experimentar nas atividades extensionistas diferentes metodologias de ensino de  matemática;  8. Utilizar a Língua Portuguesa, contextualizada na prática docente e nas atividades  extensionistas.","1. Evolução histórica, conceitual, princípios, diretrizes, concepções e práticas da Extensão em  Instituições de Ensino Superior;  2. A Extensão no IFSP: Política de Extensão, documentação institucional vigente e ações de  extensão;  3. Técnicas de pesquisa e articulação dialógica junto à comunidade para identificação de  demandas, elaboração e desenvolvimento de projetos e programas extensionistas;  4. O protagonismo estudantil e a Extensão na formação discente; Projetos e programas  extensionistas, relatos de experiência e extensão em outras instituições;  5. Observação, pesquisa, reflexão e discussão sobre problemas e ocasiões da comunidade  externa ao campus que podem ser positivamente intervencionadas por ações  extensionistas;  6. Estudo e implementação de metodologias ativas de ensino e aprendizagem e de gestão  de projetos;  7. Estudo, análise, reflexão e discussão de projeto(s) ou programa(s) de extensão previamente  aprovado(s) que possa(m) ser executado(s) ao longo desta disciplina;  LICENCIATURA EM MATEMÁTICA  8. Divisão de tarefas, organização em grupos e preparação para a realização do(s) projeto(s)  ou programa(s) de extensão vinculados à disciplina;  9. Execução das ações previstas pelo(s) projeto(s) ou programa(s) de extensão vinculados à  disciplina;  10. Acompanhamento e observação de necessidades de adaptação das atividades previstas  no(s) projeto(s) ou programa(s) à medida em que o(s) mesmo(s) estiver(em) sendo  executado(s);  11. Avaliação e discussão sobre os resultados observados na realização das atividades  extensionistas relacionadas à disciplina e suas contribuições na formação dos estudantes  protagonistas dessas ações.",PPC_Matematica.pdf,3º Semestre,0
Licenciatura Em Matemática,Geometria Analítica Vetorial,CBTGANV,Obrigatório,Não informado,1,4,76,Teórica,Não,Conhecimentos específicos / Fundamentos de Geometria e Geometria Analítica;  Conhecimentos específicos / Fundamentos de Álgebra Linear.,"Este componente curricular apresenta o conceito de vetor e suas operações básicas. Define base,  produto escalar, produto vetorial e produto misto. Explora sistemas de coordenadas no espaço,  equações da reta e do plano e cálculo de distâncias no espaço cartesiano. Estuda as equações de  superfícies quádricas.","1. Estudar elementos da geometria plana, espacial e analítica, destacando aspectos  empíricos, algébricos, topológicos, axiomáticos, bem como suas construções,  transformações e relações com os conceitos de grandeza e medida, presentes no currículo  da Educação Básica, possibilitando o estudo das diferentes geometrias;  2. Compreender o papel dos sistemas lineares, utilizando matrizes e determinantes nos  processos de resolução, destacando a reflexão sobre seu ensino na Educação Básica;  3. Conhecer e utilizar os princípios da álgebra vetorial e da geometria analítica no espaço;  4. Promover a compreensão do aluno a respeito do uso de vetores como um instrumento  LICENCIATURA EM MATEMÁTICA  para resolver problemas geométricos que envolvem relações entre pontos, retas e planos;  5. Desenvolver a capacidade de reconhecer curvas e superfícies por meio de suas equações;  6. Compreender o processo de ensino e aprendizagem de Geometria analítica na educação  básica.","1. Vetores: segmentos orientados, vetores, operações, dependência linear, base;  2. Produtos: escalar, vetorial e misto;  3. Sistema de coordenadas no espaço;  4. Reta e plano no espaço: equações, posições relativas, perpendicularidade e  ortogonalidade, ângulos e distâncias;  5. Mudança de sistema de coordenadas;  6. Superfícies quádricas.",PPC_Matematica.pdf,3º Semestre,57
Licenciatura Em Matemática,Geometria Euclidiana Espacial,CBTGEES,Obrigatório,Não informado,1,4,76,Teórica,Não,Conhecimentos específicos / Fundamentos de Geometria e Geometria Analítica.,"Este componente curricular abrange tópicos de Geometria Espacial que vão desde postulados e  determinação de retas e planos, posições relativas entre retas e planos e entre dois planos,  distâncias até definições de diedros, poliedros e poliedros regulares. Prismas, Pirâmides, Cilindros,  Cones e Esferas serão abordados e suas relações aprofundadas. O estudo de superfícies, de  propriedades gerais, e cálculo de área das superfícies e volume dos sólidos (Princípio de Cavalieri).  LICENCIATURA EM MATEMÁTICA","1. Estudar os elementos da geometria espacial, destacando aspectos empíricos, algébricos,  topológicos, axiomáticos, bem como suas construções, transformações e relações com os  conceitos de grandeza e medida, presentes no currículo da Educação Básica, possibilitando  o estudo das diferentes geometrias;  2. Desenvolver a percepção, explorar e representar o espaço físico, através do estudo da  geometria espacial;  3. Compreender o método dedutivo para argumentar e concluir corretamente a partir de  dados/fatos aceitos como verdadeiros;  4. Investigar e explorar as propriedades gerais dos sólidos geométricos por meio da  construção de modelos destes sólidos e de sua representação em perspectiva ou  planificada, por meio de desenho no papel ou com o uso de software e aplicativo;  5. Calcular as áreas das superfícies destes sólidos e seus volumes;  6. Compreender o processo de ensino e aprendizagem de Geometria Espacial na educação  básica.","1. Postulados de reta e plano;  2. Paralelismo e perpendicularismo entre retas, retas e planos e entre planos;  3. Distância entre dois pontos, de ponto a plano, de ponto a reta, entre retas, entre planos,  entre reta e plano;  4. Poliedros, Poliedros de Platão, Teorema de Euler;  5. Áreas e volumes (prismas, pirâmides, cilindros, cones e esferas).",PPC_Matematica.pdf,3º Semestre,57
Licenciatura Em Matemática,Introdução à Lógica de Programação,CBTILPR,Obrigatório,Não informado,1,4,76,Teórica e Prática,Sim,Conhecimentos específicos / Interdisciplinaridade e desenvolvimento de projetos na Educação  Básica;  Conhecimentos específicos / Tecnologias educacionais no ensino e aprendizagem da Matemática.,"Este componente curricular capacitará o estudante a construir algoritmos, assim como a assimilar  mais facilmente qualquer linguagem de programação existente ou futura.","1. Capacitar o aluno a programar em qualquer linguagem, incluindo a linguagem orientada  a objetos;  2. Contribuir para a construção de conhecimentos de programação que possam ser usados  como ferramenta em estudos posteriores;  3. Realizar a discussão de conhecimentos matemáticos articulados às diversas áreas do  conhecimento humano, promovendo para uma visão interdisciplinar das Ciências,  valorizando a Matemática como campo de saber essencial à resolução de situações do  LICENCIATURA EM MATEMÁTICA  mundo real e dando subsídios para o desenvolvimento de projetos na Educação Básica;  4. Garantir subsídios para a compreensão, utilização e criação de tecnologias educacionais,  incluindo as tecnologias digitais de informação e comunicação, que auxiliam o ensino e a  aprendizagem da Matemática.","1. Representação de algoritmos na forma descritiva e por fluxogramas;  2. Símbolos utilizados em fluxogramas. Introdução às linguagens de programação;  3. Representação de algoritmos matemáticos simples utilizando fluxogramas;  4. Ambiente de programação: edição e execução do programa;  5. Declaração e tipos de Variáveis, operadores, atribuição de valores e linhas de comentário;  6. Comandos de entrada e saída de dados;  7. Estruturas sequenciais;  8. Estruturas condicionais;  9. Estruturas e Repetição;  10. Estruturas com variáveis indexadas unidimensionais (arrays);  11. Estruturas com variáveis indexadas multidimensionais (matrizes);  12. Criação de Funções;  13. Criação de sub-rotinas (Procedimentos);  14. Recursividade;  15. Introdução à Programação Orientada a Objeto.",PPC_Matematica.pdf,3º Semestre,57
